Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Visibility_Safe,Sales_per_Visibility,MRP_Tier,Item_Category
NCD18,16.0,Low Fat,0.072965144,Household,231.3668,OUT018,2009,Medium,Tier 3,Supermarket Type2,4607.336,15,0.072965144,63144.341906595844,Very High,Non-Food
FDL10,8.395,Low Fat,0.039492207,Snack Foods,97.3042,OUT046,1997,Small,Tier 1,Supermarket Type1,1091.2462,27,0.039492207,27631.93761240034,Medium,Snacks
FDX20,7.365,Low Fat,0.042552205,Fruits and Vegetables,225.172,OUT035,2004,Small,Tier 2,Supermarket Type1,3395.58,20,0.042552205,79797.97991666941,Very High,Food
FDM32,20.5,Low Fat,0.020587886,Fruits and Vegetables,89.583,OUT013,1987,High,Tier 3,Supermarket Type1,1797.66,37,0.020587886,87316.3956707357,Medium,Food
FDR09,18.25,Low Fat,0.130095044,Snack Foods,257.2962,OUT010,1998,Small,Tier 3,Grocery Store,517.9924,26,0.130095044,3981.6459111232552,Very High,Snacks
FDL34,13.15,Low Fat,0.040747616,Snack Foods,140.2496,OUT027,1985,Medium,Tier 3,Supermarket Type3,4093.3384,39,0.040747616,100455.89906413175,High,Snacks
NCK42,7.475,Low Fat,0.013146636,Household,214.5192,OUT045,2002,Small,Tier 2,Supermarket Type1,2804.3496,22,0.013146636,213313.09393520898,Very High,Non-Food
FDU23,12.15,Low Fat,0.02176755,Breads,164.6184,OUT045,2002,Small,Tier 2,Supermarket Type1,3797.7232,22,0.02176755,174467.18624741875,Very High,Food
DRI01,7.97,Low Fat,0.0,Soft Drinks,172.0422,OUT018,2009,Medium,Tier 3,Supermarket Type2,5690.5926,15,0.001,5690592.6,Very High,Drinks
FDG16,15.25,Low Fat,0.08995645,Frozen Foods,217.1192,OUT049,1999,Medium,Tier 1,Supermarket Type1,3235.788,25,0.08995645,35970.60577646184,Very High,Food
FDY56,16.35,Regular,0.062665642,Fruits and Vegetables,225.6062,OUT018,2009,Medium,Tier 3,Supermarket Type2,1579.9434,15,0.062665642,25212.27501347549,Very High,Food
FDO24,11.1,Low Fat,0.176182345,Baking Goods,158.1604,OUT035,2004,Small,Tier 2,Supermarket Type1,1901.5248,20,0.176182345,10792.936148057286,Very High,Snacks
NCV29,11.8,Low Fat,0.022843501,Health and Hygiene,177.8686,OUT046,1997,Small,Tier 1,Supermarket Type1,4621.9836,27,0.022843501,202332.54088329105,Very High,Non-Food
FDQ48,14.3,Regular,0.034411238,Baking Goods,98.6726,OUT046,1997,Small,Tier 1,Supermarket Type1,782.9808,27,0.034411238,22753.636471899095,Medium,Snacks
FDU15,13.65,Regular,0.0,Meat,36.6532,OUT017,2007,Small,Tier 2,Supermarket Type1,755.0172,17,0.001,755017.2,Low,Food
FDS47,16.75,Low Fat,0.128861359,Breads,86.2856,OUT035,2004,Small,Tier 2,Supermarket Type1,1406.1696,20,0.128861359,10912.267346179391,Medium,Food
FDO50,16.25,Low Fat,0.078290271,Canned,93.1804,OUT049,1999,Medium,Tier 1,Supermarket Type1,1194.4452,25,0.078290271,15256.623648677882,Medium,Food
FDW48,18.0,Low Fat,0.008539208,Baking Goods,81.2618,OUT035,2004,Small,Tier 2,Supermarket Type1,402.809,20,0.008539208,47171.70491689628,Medium,Snacks
FDV20,20.2,Regular,0.100095288,Fruits and Vegetables,125.2678,OUT010,1998,Small,Tier 3,Grocery Store,127.1678,26,0.100095288,1270.467397026721,High,Food
FDW47,15.0,Low Fat,0.046447328,Breads,121.5414,OUT049,1999,Medium,Tier 1,Supermarket Type1,2436.828,25,0.046447328,52464.33120975226,High,Food
FDA07,13.1,Regular,0.030794774,Fruits and Vegetables,122.9072,OUT027,1985,Medium,Tier 3,Supermarket Type3,4532.7664,39,0.030794774,147192.715231487,High,Food
FDZ16,12.85,Regular,0.159081735,Frozen Foods,193.5478,OUT027,1985,Medium,Tier 3,Supermarket Type3,4649.9472,39,0.159081735,29229.925107366973,Very High,Food
FDN09,13.15,Low Fat,0.034705807,Snack Foods,241.6828,OUT027,1985,Medium,Tier 3,Supermarket Type3,4873.656,39,0.034705807,140427.6811658637,Very High,Snacks
FDB50,13.0,Low Fat,0.154487495,Canned,77.2986,OUT017,2007,Small,Tier 2,Supermarket Type1,1246.3776,17,0.154487495,8067.821929535462,Medium,Food
NCL06,14.65,Low Fat,0.072178679,Household,262.9594,OUT049,1999,Medium,Tier 1,Supermarket Type1,5233.188,25,0.072178679,72503.23880269408,Very High,Non-Food
DRG03,13.35,Low Fat,0.061686402,Dairy,153.9998,OUT027,1985,Medium,Tier 3,Supermarket Type3,5229.1932,39,0.061686402,84770.59822681829,Very High,Food
DRM59,5.88,Low Fat,0.003599378,Hard Drinks,152.2998,OUT045,2002,Small,Tier 2,Supermarket Type1,3075.996,22,0.003599378,854590.9876650911,Very High,Drinks
FDU25,12.35,Low Fat,0.026832182,Canned,57.3246,OUT017,2007,Small,Tier 2,Supermarket Type1,1332.2658,17,0.026832182,49651.787543778584,Medium,Food
NCU42,9.0,Low Fat,0.019616991,Household,169.6474,OUT017,2007,Small,Tier 2,Supermarket Type1,2526.711,17,0.019616991,128802.169507036,Very High,Non-Food
FDH21,10.395,Low Fat,0.05226427,Seafood,158.4604,OUT010,1998,Small,Tier 3,Grocery Store,158.4604,26,0.05226427,3031.9068839955094,Very High,Food
DRO47,10.195,Low Fat,0.112203445,Hard Drinks,111.786,OUT035,2004,Small,Tier 2,Supermarket Type1,1697.79,20,0.112203445,15131.3535872272,High,Drinks
FDC44,13.1,Low Fat,0.171761077,Fruits and Vegetables,115.7518,OUT027,1985,Medium,Tier 3,Supermarket Type3,5351.0346,39,0.171761077,31153.941821172906,High,Food
NCL29,9.695,Low Fat,0.114170506,Health and Hygiene,158.9604,OUT045,2002,Small,Tier 2,Supermarket Type1,1743.0644,22,0.114170506,15267.203948452325,Very High,Non-Food
FDL48,19.35,Regular,0.082266419,Baking Goods,48.8034,OUT046,1997,Small,Tier 1,Supermarket Type1,340.2238,27,0.082266419,4135.634006386008,Low,Snacks
FDJ21,16.7,Regular,0.038685176,Snack Foods,146.6102,OUT018,2009,Medium,Tier 3,Supermarket Type2,2770.3938,15,0.038685176,71613.83471539589,High,Snacks
FDT40,5.985,Low Fat,0.095795326,Frozen Foods,128.4678,OUT046,1997,Small,Tier 1,Supermarket Type1,508.6712,27,0.095795326,5309.979319867861,High,Food
NCD43,8.85,Low Fat,0.026814124,Household,103.7964,OUT010,1998,Small,Tier 3,Grocery Store,210.3928,26,0.026814124,7846.342472347781,High,Non-Food
FDM28,15.7,Low Fat,0.045203854,Frozen Foods,180.266,OUT046,1997,Small,Tier 1,Supermarket Type1,1617.894,27,0.045203854,35791.06330181493,Very High,Food
FDR35,12.5,Low Fat,0.020697723,Breads,198.8742,OUT046,1997,Small,Tier 1,Supermarket Type1,5773.1518,27,0.020697723,278926.90418168216,Very High,Food
NCP17,19.35,Low Fat,0.027827268,Health and Hygiene,65.6168,OUT018,2009,Medium,Tier 3,Supermarket Type2,383.5008,15,0.027827268,13781.475062517817,Medium,Non-Food
FDT23,7.72,Regular,0.074883035,Breads,79.8986,OUT045,2002,Small,Tier 2,Supermarket Type1,1090.5804,22,0.074883035,14563.784707711166,Medium,Food
FDX15,17.2,Low Fat,0.156298858,Meat,162.1578,OUT046,1997,Small,Tier 1,Supermarket Type1,1283.6624,27,0.156298858,8212.871267427941,Very High,Food
NCU42,13.15,Low Fat,0.019412192,Household,166.5474,OUT027,1985,Medium,Tier 3,Supermarket Type3,4379.6324,39,0.019412192,225612.46045784012,Very High,Non-Food
FDV23,10.6,Low Fat,0.105324246,Breads,125.7046,OUT027,1985,Medium,Tier 3,Supermarket Type3,3237.1196,39,0.105324246,30734.799658570544,High,Food
FDY34,13.15,Regular,0.019227816,Snack Foods,163.9842,OUT019,1985,Small,Tier 1,Grocery Store,331.5684,39,0.019227816,17244.204958067003,Very High,Snacks
FDE16,8.895,Low Fat,0.044093978,Frozen Foods,208.3954,OUT010,1998,Small,Tier 3,Grocery Store,1041.977,26,0.044093978,23630.823238493023,Very High,Food
FDV60,20.2,Regular,0.117599259,Baking Goods,195.311,OUT045,2002,Small,Tier 2,Supermarket Type1,3338.987,22,0.117599259,28392.925503042497,Very High,Snacks
FDQ44,20.5,Low Fat,0.036140297,Fruits and Vegetables,120.0756,OUT046,1997,Small,Tier 1,Supermarket Type1,2302.3364,27,0.036140297,63705.51963089844,High,Food
FDZ09,17.6,Low Fat,0.104791689,Snack Foods,165.2868,OUT013,1987,High,Tier 3,Supermarket Type1,3111.9492,37,0.104791689,29696.526792310793,Very High,Snacks
FDW36,11.15,Low Fat,0.057021156,Baking Goods,106.8622,OUT049,1999,Medium,Tier 1,Supermarket Type1,2011.3818,25,0.057021156,35274.30766222979,High,Snacks
NCZ30,13.15,Low Fat,0.026058181,Household,121.9098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3374.2744,39,0.026058181,129490.02081150637,High,Non-Food
FDL09,19.6,Regular,0.12829573,Snack Foods,167.2816,OUT045,2002,Small,Tier 2,Supermarket Type1,2013.3792,22,0.12829573,15693.267422072428,Very High,Snacks
FDE05,10.895,Regular,0.03263762,Frozen Foods,147.7102,OUT017,2007,Small,Tier 2,Supermarket Type1,1895.5326,17,0.03263762,58078.150306302974,High,Food
DRO35,13.85,Low Fat,0.034765901,Hard Drinks,114.2492,OUT017,2007,Small,Tier 2,Supermarket Type1,1853.5872,17,0.034765901,53316.24225703225,High,Drinks
FDN60,15.1,Low Fat,0.095696334,Baking Goods,159.7604,OUT017,2007,Small,Tier 2,Supermarket Type1,2693.8268,17,0.095696334,28149.73873502824,Very High,Snacks
NCZ29,15.0,Low Fat,0.071371458,Health and Hygiene,125.2362,OUT046,1997,Small,Tier 1,Supermarket Type1,1384.1982,27,0.071371458,19394.282235343995,High,Non-Food
FDX08,12.85,Low Fat,0.022696131,Fruits and Vegetables,179.9318,OUT018,2009,Medium,Tier 3,Supermarket Type2,2706.477,15,0.022696131,119248.38643203107,Very High,Food
FDZ16,16.85,Regular,0.267565911,Frozen Foods,194.1478,OUT010,1998,Small,Tier 3,Grocery Store,1162.4868,26,0.267565911,4344.674535165281,Very High,Food
DRL37,15.5,Low Fat,0.053327763,Soft Drinks,44.477,OUT013,1987,High,Tier 3,Supermarket Type1,865.54,37,0.053327763,16230.570181614405,Low,Drinks
FDL21,15.85,Regular,0.007145063,Snack Foods,41.048,OUT035,2004,Small,Tier 2,Supermarket Type1,479.376,20,0.007145063,67091.92067305774,Low,Snacks
FDW10,21.2,Low Fat,0.071076055,Snack Foods,174.837,OUT017,2007,Small,Tier 2,Supermarket Type1,5469.547,17,0.071076055,76953.44093028235,Very High,Snacks
FDB53,13.35,Low Fat,0.139426044,Frozen Foods,148.3392,OUT035,2004,Small,Tier 2,Supermarket Type1,3877.6192,20,0.139426044,27811.297579381942,High,Food
DRM49,6.11,Regular,0.151925271,Soft Drinks,46.6086,OUT035,2004,Small,Tier 2,Supermarket Type1,624.5204,20,0.151925271,4110.70782292697,Low,Drinks
NCD06,13.0,Low Fat,0.099479703,Household,44.906,OUT049,1999,Medium,Tier 1,Supermarket Type1,652.484,25,0.099479703,6558.966103869449,Low,Non-Food
FDN10,13.15,Low Fat,0.045900448,Snack Foods,118.9124,OUT027,1985,Medium,Tier 3,Supermarket Type3,2844.2976,39,0.045900448,61966.6631576232,High,Snacks
FDS13,12.15,Low Fat,0.21799414,Canned,266.5884,OUT019,1985,Small,Tier 1,Grocery Store,1324.942,39,0.21799414,6077.87897417793,Very High,Food
FDH38,6.425,Low Fat,0.010454459,Canned,115.6808,OUT049,1999,Medium,Tier 1,Supermarket Type1,1406.1696,25,0.010454459,134504.29142244472,High,Food
FDY21,13.15,Low Fat,0.172641213,Snack Foods,195.111,OUT027,1985,Medium,Tier 3,Supermarket Type3,5303.097,39,0.172641213,30717.445202380502,Very High,Snacks
FDT60,12.0,Low Fat,0.075701524,Baking Goods,124.6388,OUT045,2002,Small,Tier 2,Supermarket Type1,2105.2596,22,0.075701524,27810.002873918358,High,Snacks
DRZ24,7.535,Low Fat,0.081914677,Soft Drinks,120.344,OUT049,1999,Medium,Tier 1,Supermarket Type1,3835.008,25,0.081914677,46817.10458310175,High,Drinks
FDW56,7.68,Low Fat,0.071010513,Fruits and Vegetables,190.9162,OUT049,1999,Medium,Tier 1,Supermarket Type1,5195.2374,25,0.071010513,73161.52468860491,Very High,Food
FDG57,14.7,Low Fat,0.072444983,Fruits and Vegetables,48.6034,OUT045,2002,Small,Tier 2,Supermarket Type1,194.4136,22,0.072444983,2683.6033628443256,Low,Food
FDY14,10.3,Low Fat,0.069981909,Dairy,263.0226,OUT013,1987,High,Tier 3,Supermarket Type1,6079.4198,37,0.069981909,86871.30555412543,Very High,Food
FDS19,13.8,Regular,0.06457046,Fruits and Vegetables,76.2012,OUT017,2007,Small,Tier 2,Supermarket Type1,1669.8264,17,0.06457046,25860.531270800922,Medium,Food
FDX01,10.1,Low Fat,0.024159767,Canned,114.715,OUT035,2004,Small,Tier 2,Supermarket Type1,815.605,20,0.024159767,33758.81067064927,High,Food
FDV32,7.785,Low Fat,0.089210159,Fruits and Vegetables,64.251,OUT017,2007,Small,Tier 2,Supermarket Type1,1328.271,17,0.089210159,14889.23475632411,Medium,Food
DRI39,13.8,Low Fat,0.097611115,Dairy,54.893,OUT017,2007,Small,Tier 2,Supermarket Type1,679.116,17,0.097611115,6957.363410918931,Medium,Food
NCU05,11.8,Low Fat,0.058975504,Health and Hygiene,81.7618,OUT018,2009,Medium,Tier 3,Supermarket Type2,966.7416,15,0.058975504,16392.256690167498,Medium,Non-Food
NCA29,10.5,Low Fat,0.027430696,Household,171.1106,OUT017,2007,Small,Tier 2,Supermarket Type1,3593.3226,17,0.027430696,130996.40636169056,Very High,Non-Food
FDO10,13.15,Regular,0.0,Snack Foods,58.7588,OUT019,1985,Small,Tier 1,Grocery Store,400.8116,39,0.001,400811.6,Medium,Snacks
DRL47,19.7,Low Fat,0.038815341,Hard Drinks,124.2362,OUT045,2002,Small,Tier 2,Supermarket Type1,1887.543,22,0.038815341,48628.78829275259,High,Drinks
FDA50,13.35,Low Fat,0.152632413,Dairy,98.441,OUT019,1985,Small,Tier 1,Grocery Store,96.541,39,0.152632413,632.5065436788974,Medium,Food
FDU23,10.6,Low Fat,0.021618297,Breads,167.1184,OUT027,1985,Medium,Tier 3,Supermarket Type3,2476.776,39,0.021618297,114568.50648318874,Very High,Food
FDR27,15.1,Regular,0.096491904,Meat,134.4942,OUT018,2009,Medium,Tier 3,Supermarket Type2,1854.9188,15,0.096491904,19223.569264422433,High,Food
DRH36,16.2,Low Fat,0.033568871,Soft Drinks,74.9696,OUT017,2007,Small,Tier 2,Supermarket Type1,2162.5184,17,0.033568871,64420.34943623811,Medium,Drinks
FDZ51,11.3,Regular,0.054507422,Meat,96.3094,OUT013,1987,High,Tier 3,Supermarket Type1,666.4658,37,0.054507422,12227.065150870645,Medium,Food
FDQ40,12.85,Regular,0.063079544,Frozen Foods,175.7712,OUT019,1985,Small,Tier 1,Grocery Store,351.5424,39,0.063079544,5573.001605718646,Very High,Food
FDB17,12.85,Low Fat,0.064208126,Frozen Foods,180.1976,OUT019,1985,Small,Tier 1,Grocery Store,181.0976,39,0.064208126,2820.4778940285532,Very High,Food
FDQ16,19.7,Low Fat,0.041974489,Frozen Foods,108.6912,OUT017,2007,Small,Tier 2,Supermarket Type1,2183.824,17,0.041974489,52027.411221134826,High,Food
FDG09,20.6,Regular,0.048207431,Fruits and Vegetables,188.0556,OUT017,2007,Small,Tier 2,Supermarket Type1,2065.3116,17,0.048207431,42842.18339699537,Very High,Food
DRI59,9.5,Low Fat,0.041065647,Hard Drinks,223.5088,OUT017,2007,Small,Tier 2,Supermarket Type1,4697.8848,17,0.041065647,114399.3859392986,Very High,Drinks
FDH47,13.5,Regular,0.128709014,Starchy Foods,96.1068,OUT013,1987,High,Tier 3,Supermarket Type1,1846.9292,37,0.128709014,14349.649201725684,Medium,Food
FDA21,13.65,Low Fat,0.03596071,Snack Foods,186.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,1665.8316,27,0.03596071,46323.657124678575,Very High,Snacks
NCO05,7.27,Low Fat,0.046520703,Health and Hygiene,97.7384,OUT013,1987,High,Tier 3,Supermarket Type1,591.2304,37,0.046520703,12708.973894912982,Medium,Non-Food
NCL31,14.5,Low Fat,0.210596485,Others,144.747,OUT019,1985,Small,Tier 1,Grocery Store,143.147,39,0.210596485,679.7216962096969,High,Non-Food
NCH42,6.86,Low Fat,0.03674399,Household,231.201,OUT017,2007,Small,Tier 2,Supermarket Type1,6201.927,17,0.03674399,168787.52144228213,Very High,Non-Food
FDG57,14.7,Low Fat,0.072238195,Fruits and Vegetables,47.5034,OUT013,1987,High,Tier 3,Supermarket Type1,972.068,37,0.072238195,13456.427032818303,Low,Food
NCQ50,13.15,Low Fat,0.034141213,Household,211.9218,OUT027,1985,Medium,Tier 3,Supermarket Type3,3419.5488,39,0.034141213,100158.97209041753,Very High,Non-Food
FDK24,9.195,Low Fat,0.101500374,Baking Goods,45.2744,OUT045,2002,Small,Tier 2,Supermarket Type1,679.116,22,0.101500374,6690.773375869531,Low,Snacks
DRG39,14.15,Low Fat,0.042246575,Dairy,54.2982,OUT049,1999,Medium,Tier 1,Supermarket Type1,1104.5622,25,0.042246575,26145.60351933855,Medium,Food
FDX46,12.3,Regular,0.058105769,Snack Foods,60.4562,OUT035,2004,Small,Tier 2,Supermarket Type1,1777.686,20,0.058105769,30593.967356322224,Medium,Snacks
FDY01,11.8,Regular,0.170141787,Canned,116.7834,OUT013,1987,High,Tier 3,Supermarket Type1,2303.668,37,0.170141787,13539.695571670469,High,Food
FDJ40,13.6,Regular,0.049579883,Frozen Foods,110.0912,OUT035,2004,Small,Tier 2,Supermarket Type1,1965.4416,20,0.049579883,39641.91686374089,High,Food
FDS01,11.6,Low Fat,0.0,Canned,178.2686,OUT049,1999,Medium,Tier 1,Supermarket Type1,1955.4546,25,0.001,1955454.6,Very High,Food
FDJ09,15.0,Low Fat,0.058725134,Snack Foods,43.6744,OUT017,2007,Small,Tier 2,Supermarket Type1,407.4696,17,0.058725134,6938.589531358073,Low,Snacks
FDT49,7.0,Low Fat,0.0,Canned,105.628,OUT049,1999,Medium,Tier 1,Supermarket Type1,1384.864,25,0.001,1384864.0,High,Food
FDW50,13.1,Low Fat,0.075695552,Dairy,168.4158,OUT049,1999,Medium,Tier 1,Supermarket Type1,1504.0422,25,0.075695552,19869.624571863882,Very High,Food
FDV39,11.3,Low Fat,0.007321067,Meat,197.7426,OUT017,2007,Small,Tier 2,Supermarket Type1,2570.6538,17,0.007321067,351131.0304905009,Very High,Food
FDY36,12.3,Low Fat,0.009463757,Baking Goods,73.838,OUT017,2007,Small,Tier 2,Supermarket Type1,1245.046,17,0.009463757,131559.37964172158,Medium,Snacks
NCE18,10.0,Low Fat,0.021407511,Household,248.175,OUT013,1987,High,Tier 3,Supermarket Type1,3495.45,37,0.021407511,163281.47630053767,Very High,Non-Food
FDB05,12.85,Low Fat,0.145669556,Frozen Foods,247.2776,OUT019,1985,Small,Tier 1,Grocery Store,743.0328,39,0.145669556,5100.810494678792,Very High,Food
FDK14,6.98,Low Fat,0.041273236,Canned,82.4934,OUT018,2009,Medium,Tier 3,Supermarket Type2,982.7208,15,0.041273236,23810.122375672217,Medium,Food
FDP10,19.0,Low Fat,0.128090139,Snack Foods,107.0622,OUT046,1997,Small,Tier 1,Supermarket Type1,1376.2086,27,0.128090139,10744.063600399404,High,Snacks
FDC45,17.0,Low Fat,0.135707553,Fruits and Vegetables,172.5106,OUT035,2004,Small,Tier 2,Supermarket Type1,2053.3272,20,0.135707553,15130.529986050224,Very High,Food
FDS48,15.15,Low Fat,0.027774002,Baking Goods,152.3708,OUT035,2004,Small,Tier 2,Supermarket Type1,3159.8868,20,0.027774002,113771.38951743433,Very High,Snacks
FDX04,12.85,Regular,0.07278643,Frozen Foods,49.4376,OUT019,1985,Small,Tier 1,Grocery Store,191.7504,39,0.07278643,2634.425125672464,Low,Food
FDQ20,13.1,Low Fat,0.029640604,Fruits and Vegetables,40.8138,OUT027,1985,Medium,Tier 3,Supermarket Type3,1543.3244,39,0.029640604,52067.913325922775,Low,Food
FDU13,8.355,Low Fat,0.187939003,Canned,146.9418,OUT045,2002,Small,Tier 2,Supermarket Type1,1029.9926,22,0.187939003,5480.462190171351,High,Food
NCR53,12.15,Low Fat,0.14492016,Health and Hygiene,224.4404,OUT013,1987,High,Tier 3,Supermarket Type1,1800.3232,37,0.14492016,12422.862354002371,Very High,Non-Food
FDN49,17.25,Regular,0.125419157,Breakfast,40.048,OUT049,1999,Medium,Tier 1,Supermarket Type1,399.48,25,0.125419157,3185.1593453143687,Low,Food
FDR31,6.46,Regular,0.049121972,Fruits and Vegetables,144.6102,OUT013,1987,High,Tier 3,Supermarket Type1,2916.204,37,0.049121972,59366.590575801805,High,Food
DRI03,13.35,Low Fat,0.0,Dairy,175.3028,OUT027,1985,Medium,Tier 3,Supermarket Type3,3719.1588,39,0.001,3719158.8000000003,Very High,Food
FDL58,5.78,Regular,0.074149074,Snack Foods,262.2568,OUT046,1997,Small,Tier 1,Supermarket Type1,5273.136,27,0.074149074,71115.3317976702,Very High,Snacks
NCJ05,18.7,Low Fat,0.04604992,Health and Hygiene,151.9682,OUT013,1987,High,Tier 3,Supermarket Type1,3354.3004,37,0.04604992,72840.52610732005,Very High,Non-Food
FDS10,19.2,Low Fat,0.035384612,Snack Foods,180.3318,OUT017,2007,Small,Tier 2,Supermarket Type1,3428.2042,17,0.035384612,96884.04100629957,Very High,Snacks
FDK34,13.15,Low Fat,0.038340116,Snack Foods,240.1564,OUT027,1985,Medium,Tier 3,Supermarket Type3,7150.692,39,0.038340116,186506.79095493606,Very High,Snacks
FDW48,11.65,Low Fat,0.0,Baking Goods,81.8618,OUT019,1985,Small,Tier 1,Grocery Store,161.1236,39,0.001,161123.6,Medium,Snacks
FDE08,13.1,Low Fat,0.049080853,Fruits and Vegetables,147.7734,OUT027,1985,Medium,Tier 3,Supermarket Type3,4602.6754,39,0.049080853,93777.41254822935,High,Food
NCH06,13.15,Low Fat,0.076183667,Household,245.646,OUT027,1985,Medium,Tier 3,Supermarket Type3,3695.19,39,0.076183667,48503.70355630165,Very High,Non-Food
FDV08,7.35,Low Fat,0.028711412,Fruits and Vegetables,39.9454,OUT018,2009,Medium,Tier 3,Supermarket Type2,377.5086,15,0.028711412,13148.381556434773,Low,Food
FDQ15,20.35,Regular,0.0,Meat,81.6276,OUT046,1997,Small,Tier 1,Supermarket Type1,1787.0072,27,0.001,1787007.2,Medium,Food
FDL56,13.1,Low Fat,0.12517151,Fruits and Vegetables,88.9198,OUT027,1985,Medium,Tier 3,Supermarket Type3,3139.9128,39,0.12517151,25084.883932453955,Medium,Food
DRC12,17.85,Low Fat,0.037826873,Soft Drinks,189.7188,OUT046,1997,Small,Tier 1,Supermarket Type1,2285.0256,27,0.037826873,60407.46746367325,Very High,Drinks
FDX49,4.615,Regular,0.101747034,Canned,231.33,OUT013,1987,High,Tier 3,Supermarket Type1,4660.6,37,0.101747034,45805.7578366363,Very High,Food
FDJ09,15.0,Low Fat,0.0,Snack Foods,47.2744,OUT035,2004,Small,Tier 2,Supermarket Type1,679.116,20,0.001,679116.0,Low,Snacks
FDN23,10.6,Regular,0.075142108,Breads,145.8444,OUT027,1985,Medium,Tier 3,Supermarket Type3,3773.7544,39,0.075142108,50221.56684771207,High,Food
DRD01,12.1,Regular,0.061424738,Soft Drinks,56.7614,OUT018,2009,Medium,Tier 3,Supermarket Type2,1049.9666,15,0.061424738,17093.546251674692,Medium,Drinks
FDS43,11.65,Low Fat,0.040597054,Fruits and Vegetables,187.324,OUT045,2002,Small,Tier 2,Supermarket Type1,1864.24,22,0.040597054,45920.57344850688,Very High,Food
FDY48,11.65,Low Fat,0.041556697,Baking Goods,104.4332,OUT019,1985,Small,Tier 1,Grocery Store,307.5996,39,0.041556697,7401.926096292013,High,Snacks
FDU12,15.5,Regular,0.126791761,Baking Goods,262.1568,OUT010,1998,Small,Tier 3,Grocery Store,527.3136,26,0.126791761,4158.894835445972,Very High,Snacks
